motif_id,pattern_type,num_instances,avg_distance,total_points,Ore_mean,Ore_std,Ore_min,Ore_max,WaterMill_mean,WaterMill_std,WaterMill_min,WaterMill_max,WaterZumpf_mean,WaterZumpf_std,WaterZumpf_min,WaterZumpf_max,DensityHC_mean,DensityHC_std,DensityHC_min,DensityHC_max,PSI200_mean,PSI200_std,PSI200_min,PSI200_max
11,mv,20,2.5411312672893933,1200,169.53050988834113,5.608218446678206,154.0086316915655,179.0336314285714,13.87058958233319,2.4134655975809687,7.761059252924413,20.177912649299515,195.29797847514448,19.56952376936548,157.931,232.29624776223775,,,,,,,,
12,mv,20,2.5182928321278633,1200,168.96162572155308,7.073401013707151,155.94051111111114,183.69675199589886,13.67734526412995,1.1480459314599922,12.110679450367106,17.7361385997969,203.7542796995777,19.67579395476839,149.26887407407406,259.4099561904762,,,,,,,,
13,mv,20,1.9763016676082519,1200,170.8567750106783,7.7029337107563185,131.3738522556093,185.44718850649352,14.239602065294243,1.9199224303200633,9.652727557601851,17.336510818189065,194.93438005729166,24.5807824495361,142.79727368421055,251.0273696463381,,,,,,,,
14,mv,20,2.774418617489829,1200,169.25102167093902,7.955803565845881,149.494691014911,184.94067014070893,13.94905967561358,1.592390555829482,11.762338974621489,18.08391443240568,190.794193793021,23.40485191733553,150.213,241.29452259259259,,,,,,,,
15,mv,20,2.5767492191318846,1200,170.35887857759096,9.027205790618362,153.0538891941392,185.64520346069136,14.52272267070425,1.592564628402165,9.943697924509816,17.102290967544366,192.14522556088187,19.00951975455563,167.18447246376812,242.36222056309705,,,,,,,,
16,mv,20,2.4667786219882775,1200,169.4899924297175,6.046887723942821,156.8067775678352,181.27883626849845,14.332864456534287,1.8612155553612697,11.633003089671634,18.00457235416311,191.0819449452827,20.821226615876547,152.126,242.32138841689903,,,,,,,,
17,mv,20,2.3271125895652434,1200,170.34700688707883,6.225519109285491,138.37033397435897,180.09552917231764,14.014661084273335,1.4964920758974394,10.845231980115432,17.338899375117716,205.8014909870419,28.257236056504258,142.80403456368194,252.645,,,,,,,,
18,mv,18,3.7619111450546208,1080,169.9461134561194,6.9822173953477895,159.16957654223228,186.31211504742532,13.626462158552016,1.2913003412912116,11.690054020558824,16.355270831798226,189.45479302617443,20.94784844926188,153.6285090909091,230.421844017094,,,,,,,,
19,mv,20,3.3349446231807724,1200,169.99421790947494,7.958383023387663,130.3422815157065,184.99471105672106,14.075089602010587,1.6434793692012393,11.792912370693578,17.110829943990232,198.70666084046613,24.276059887125612,144.2288813756614,254.51042222222222,,,,,,,,
20,mv,2,2.108919590779961,120,169.22638859827057,2.568058807817702,165.951,173.1726666666667,12.350752230356742,1.2189403709900748,11.090253134412512,13.76234870097171,206.45926603107497,3.215561365376754,201.98207813852812,210.26270490740743,,,,,,,,
21,density,14,3.5502667451679324,840,169.28421089292831,9.444456364230808,149.71712014245017,183.23810632594098,13.632601628622783,1.49222634188203,9.835090001204058,17.7361385997969,199.68656946173027,15.216145302893874,160.4530924648787,235.83458843434346,1747.8173259084983,60.4037938302392,1643.544053385854,1919.9537765245504,,,,
22,density,11,3.4135866810895426,660,168.87915252071522,6.116683699719939,158.12897914141413,185.4139028027365,13.870089483708083,1.2721277711627519,11.743090726333001,15.9755499991419,200.60700024720114,21.489076741325185,171.42446666666666,249.56727603174605,1733.8749232609177,60.81071071216549,1668.9363086531826,1898.7118747674742,,,,
23,density,12,3.3277404761281133,720,167.07009622601495,6.693680838997538,149.88811647394002,178.48271668391996,13.868604548156059,1.6114247652633775,11.412978953125137,17.386265807199194,210.3568208463524,24.889595213000774,175.4389,266.10537222222223,1732.9193338971643,52.783717979684546,1656.1949050031124,1851.986067046769,,,,
24,density,20,3.5076896298693314,1200,171.76259438730904,8.40024044300446,154.79384874338623,185.6915268939394,14.078736197915362,1.575933529982801,11.954347873099046,17.12430526416878,201.7893522098028,30.676088616585165,108.9705,246.70171508714597,1715.6089326015028,45.229297815999296,1632.2286565037762,1824.1913985296612,,,,
25,density,20,3.2525867967663453,1200,169.50706728432561,7.200886082868091,153.0538891941392,183.93857015096012,14.317125564028084,1.6600218907838777,11.913317342375075,17.71155104814975,193.80696470225098,20.526309755690402,166.12720000000002,268.4459974059435,1730.98368389622,66.11666484264369,1630.79605010101,1887.9544753388082,,,,
26,density,20,2.891060191976032,1200,171.03235495961658,6.344931869082325,152.8317337517591,184.39822035616348,13.68512709319288,1.396588251250712,10.303868478267301,16.273161910259052,210.02243572330875,25.28276626356201,149.78880256410258,251.0907346031746,1731.3803134940483,42.06766941547503,1678.9493986148818,1842.1849350152843,,,,
27,density,12,3.3888783248666208,720,168.43618994828674,7.047110802518952,150.00995442520443,182.25995916657956,13.532408194435497,1.3204284641039865,11.687045325637337,17.109375937895418,202.98621669495765,11.949171629868653,178.95899999999997,232.29624776223775,1763.6804418855052,79.14006031179947,1665.76755463782,1888.5751160774475,,,,
28,density,2,2.108919590779961,120,169.22638859827057,2.568058807817702,165.951,173.1726666666667,12.350752230356742,1.2189403709900748,11.090253134412512,13.76234870097171,206.45926603107497,3.215561365376754,201.98207813852812,210.26270490740743,1712.393411532692,8.01580769532934,1693.9829023865022,1721.2776612349983,,,,
29,density,9,2.8058859865252157,540,174.66828519007763,4.329547986946809,164.94066714766717,181.2109580634072,14.73029603982218,1.47897564584644,12.180820707672378,17.462967424676904,220.0831472028433,23.06874298578749,184.03911212814646,248.1467448018648,1727.0484184313057,21.7311657730181,1671.4285715945332,1763.2576448112754,,,,
30,density,20,3.177254272306145,1200,166.17821145381203,5.8691929170051464,149.89053884319384,183.1874360787546,13.767615295694165,1.1408453778579475,11.780153051418758,16.001039277334673,206.0452841626811,29.398871538222586,151.425,259.07554999999996,1740.6776290522632,66.41852017493288,1645.3797165285694,1902.0737576591064,,,,
31,density,20,4.000893176085269,1200,171.82872476118433,7.706496519573643,159.90609999999998,185.1054331851482,13.806629413762554,1.3686647578190405,11.619807304764446,17.23642159296999,216.81123855197453,24.943978013897404,164.945,260.61481023809523,1700.8848991402342,54.07724979392916,1601.746027987257,1837.2351885045948,,,,
32,density,20,2.825217462696311,1200,172.67273775941223,5.646970229728098,160.6612017012617,183.20282233115466,14.317735581483639,1.670096795069246,11.800667492877492,17.85323215449802,202.92368238621492,29.937687072988577,154.259,272.2316071428571,1713.816018898612,53.16485903847787,1623.7634017790201,1811.6629175846804,,,,
33,inverse,20,3.213051832159388,1200,171.37816227754797,6.677136354198363,154.69769004625007,186.702,14.713018607116307,2.0497844447826723,11.705095866301926,20.00878171674028,195.1256632343956,27.237191011535824,112.00393165729695,254.88584961378493,1754.2399331685622,58.85869513238308,1666.9150930181552,1919.9617536738797,,,,
34,inverse,20,2.023576368189438,1200,171.83868707560498,7.426997773662794,151.53094642857144,184.96064222669318,14.72297142783476,1.5883068557782392,11.725403321708084,17.333784495485602,191.29835798649063,18.993939695236595,142.79727368421055,224.0634596129361,1725.5122529791422,56.418075806877354,1640.0193735273822,1888.7927076712153,,,,
35,inverse,20,3.2902170965626327,1200,167.05356707507218,8.330568792682678,155.0291892063492,185.46205828282828,14.012593648743843,1.1488094958435475,11.847515991741178,16.790170318234797,205.37788084277616,27.33251656138795,155.2,251.8014,1726.2628049876207,63.06534846984133,1602.6142810127685,1880.6270983720567,,,,
36,inverse,20,3.5978103326415662,1200,163.7037178676135,5.9769394627325045,154.59154065656566,180.09756243251843,13.306874474406108,0.7233122692344989,12.212512255868663,14.933660367396701,199.3399834446839,28.122477998772546,116.22301089606944,259.89605178603074,1730.3294431161703,41.289917455732926,1660.1535878194445,1827.136316120569,,,,
37,inverse,20,3.547908088435,1200,171.13091527735534,7.045818570196291,159.94924888888892,185.38033467756875,13.221520268662319,1.5539809381317051,11.57036872032166,16.735869514533498,204.5240456106761,27.94620290242089,158.476,271.8738285714286,1701.7089013751045,41.58979365523378,1628.9280406962812,1827.821383332358,,,,
38,inverse,20,2.800769667679246,1200,171.1852869090706,7.055737655521083,159.65630000000002,183.26261337499102,14.359322114335344,1.5397205617418526,11.79662225904607,17.013000901827766,200.5142463104817,22.305378028614523,163.873,251.22192242770018,1704.2220068312836,32.958602192846946,1640.5893253625034,1790.1756794940775,,,,
39,inverse,5,3.1862110914755712,300,167.9806713677207,6.852728206501439,155.64016884390463,184.9657207862248,14.733507059941495,1.482622055204675,12.800206944147225,17.249282198624265,193.39646176544872,20.858325393772095,157.8501323076923,228.66633129785248,1732.322837659629,16.29901797402607,1704.2674522918178,1758.8893987628387,,,,
40,inverse,20,2.81029790046514,1200,167.0444585982697,5.394455852726584,154.74302962962963,180.20571176209754,13.588073386560309,1.7793815606402241,9.739291595134985,17.933764582948907,202.02927780825766,31.92932089500574,88.60496568627451,246.95601666666667,1733.345203857692,46.00719433927135,1667.5118306995848,1830.415271518916,,,,
41,inverse,20,3.4256178217956075,1200,168.54121175001197,6.555411596833134,155.25912999999997,184.1788903276986,13.877492818858224,1.4466059532147058,11.940431627644347,17.28454475855102,199.07117894506422,17.524001877632443,159.69759831932774,239.5907168253968,1717.4956425530925,50.676917853636006,1652.6946608451697,1893.7203199690414,,,,
42,inverse,20,2.5985218519238606,1200,171.54523920295938,6.742332852307905,159.68864572390572,183.68334554265564,13.814960784141151,1.6237618970637717,11.65447747284937,18.28520036944779,207.90324636618766,21.709640591561882,156.61154603174603,258.72926666666666,1714.844256370411,54.13302487821633,1632.4395893042224,1888.8499423348665,,,,
43,dynamic,20,1.3962360756632315,1200,168.05283333402332,9.9192459411368,139.70413306878305,185.35517249463902,14.024779326386955,1.867260732083034,9.835090001204058,19.700608827811767,193.78022685184533,22.057980308577246,146.18883333333332,270.1911666666667,1720.980282348385,49.90300444552996,1606.3519443252017,1919.9537765245504,,,,
44,dynamic,20,2.0025325046166587,1200,171.49431020946503,8.907538305781502,133.8783257418725,186.702,15.176459561893104,2.0757824173416,11.65248062595789,20.302288419484476,190.38918776261028,17.283063580640246,146.8301,231.98565124875125,1731.347756070535,63.91059229140177,1605.174440446536,1919.834661680271,,,,
45,dynamic,20,2.2372844049736296,1200,170.78677570334602,7.856212497755007,155.03517015873015,186.3068494619702,14.223860428846683,1.4904077245395349,11.552919465392996,17.339389784241874,206.24922795869819,25.948591174672853,158.49004219114218,257.6439238095238,1736.7407484068879,54.11278685579413,1641.2157605425225,1866.8439900020203,,,,
46,dynamic,20,1.8617502571536282,1200,165.2688397674806,6.510789877562102,149.69344216524217,180.35064784632033,13.324501577805043,1.3235497796866482,11.211634764077111,18.21091690420657,202.77667095898045,26.422532372971535,103.45951045695045,251.5556321877469,1750.1420261165779,50.92711047863567,1657.5484034157714,1899.9651980418282,,,,
47,dynamic,20,1.8743504879850192,1200,173.58442631484712,5.918356342808271,157.11100203703703,183.20863633154485,14.75222006606605,1.6101572691453485,11.725403321708084,17.333784495485602,199.60897437525009,21.02589763791816,145.43001642552264,243.51154741702743,1724.6228444304872,45.96457428131074,1640.0193735273822,1828.8780185601836,,,,
48,dynamic,20,2.3889978010219663,1200,166.8508896602536,7.190472529812938,154.35412065416068,180.51187642623717,13.625836586800103,1.6096830335335335,10.305140985738866,17.108422498973948,205.17274506870731,16.89746010065327,168.70637333333335,242.35652761904763,1708.0786909070328,55.21341186893287,1652.069152504841,1900.4688581138273,,,,
49,dynamic,20,3.0985955281391293,1200,170.76352420308604,9.487059609991332,130.07875953367525,185.33872647537646,14.501763668078498,1.99292500388555,11.621663459008051,18.469913430878584,203.01241982042654,27.795086377983345,138.35382976738524,254.88584961378493,1735.561109283245,47.40072959768458,1663.8169009875771,1859.5247599061388,,,,
50,dynamic,20,2.324113880850761,1200,167.38148855337883,7.4638272441552305,139.7913466756555,184.96064222669318,14.018221294356817,1.4067619658273542,11.565649043424445,18.193867418986244,201.95113962314412,26.49367106515235,144.46012843137257,248.78228148148148,1734.4902816913707,44.16188600069255,1659.600867849623,1856.8773978444501,,,,
51,dynamic,20,2.2906260798369393,1200,167.26129123869433,6.699833844676565,154.74302962962963,180.81148434620934,13.812078552940365,1.3361733602453965,11.594154234715269,18.017852271260598,209.13596734064427,32.16162676750027,97.83653512820511,251.0433346031746,1723.9037756889527,53.036014844608424,1646.0272645083674,1877.7095460937699,,,,
52,dynamic,20,2.5411312672893933,1200,169.53050988834113,5.608218446678206,154.0086316915655,179.0336314285714,13.87058958233319,2.4134655975809687,7.761059252924413,20.177912649299515,195.29797847514448,19.56952376936548,157.931,232.29624776223775,1728.5204121646013,57.017018681652004,1667.4368110917417,1889.3466027043894,,,,
53,steady_state,9,3.600157380964307,810,173.51506609698984,6.285666672288024,160.6612017012617,182.97187308952482,13.749836926399203,1.2964512315324286,12.594311164008467,16.34773904397249,201.15824287069844,26.415693076349008,172.598,257.59679111111114,1730.2236427113644,63.30505490280902,1659.0007114315397,1919.9537765245504,157.0,0.0,157.0,157.0
54,steady_state,7,3.991458131507589,630,172.69648036648007,5.500425079607517,161.31264099643565,181.18271868507054,13.215447900953814,1.1745464500789775,11.552919465392996,14.870743113830615,207.72490879075568,24.830278911124466,177.12600000000003,248.1467448018648,1753.980984487284,76.47011700255636,1642.7236147177462,1919.834661680271,157.0,0.0,157.0,157.0
55,steady_state,20,2.8250808825013767,1800,172.67277461620262,5.724994945112533,159.91959598392347,183.21709237550087,14.5601997717901,2.053119857751074,11.79662225904607,20.07485921521942,202.66451683457112,22.486258415405963,170.57999999999998,251.22192242770018,1703.869763160756,51.00265460965399,1632.2286565037762,1829.5231023508413,157.0,0.0,157.0,157.0
56,steady_state,15,3.874437109798929,1350,174.35501903092972,5.7396568492614755,162.13568971211797,186.3068494619702,13.811454646514596,1.549898366923834,11.838966741778876,18.387416135586115,215.26377045113628,22.174302454006927,184.19890555555554,257.6439238095238,1729.1215854523573,72.38333582035736,1635.9203181324413,1893.0489254488443,157.0,0.0,157.0,157.0
57,steady_state,2,1.6510105436830236,180,167.3298940453282,8.341813327945893,146.88204703250997,176.38456764763015,14.001225348042244,1.2354624339467137,12.635484238325281,15.393652661024277,202.10413220808005,41.82879934674724,157.63938148148148,245.34990000000002,1760.1659190137639,75.26587227538751,1682.6274743337,1837.9898148756158,157.0,0.0,157.0,157.0
58,steady_state,18,4.240949806353374,1620,173.3581661771976,7.341061877782543,159.38775284878867,185.25072519607843,13.36668133026505,1.7592470103621898,11.774442515381194,18.342407994301993,211.49843370161605,24.701106201120094,175.32138545454546,261.07064696969695,1723.5711622575702,84.00857159357093,1630.79605010101,1912.4077978596213,157.0,0.0,157.0,157.0
59,steady_state,20,3.3688349149898316,1800,171.81078125204968,7.908175032469814,161.41578234204792,185.49476095495146,14.245307542877473,2.2840443457827138,11.627344525182993,18.151521880539978,188.77477539896856,28.4674808154952,98.96795595145595,258.78046666666665,1681.243978086428,39.026498012601046,1620.6974036568797,1810.701819321365,150.775,27.134145923540693,32.5,157.0
60,steady_state,20,4.021594431501091,1800,173.78827552935493,6.75156310492239,161.4849103996167,186.31211504742532,13.8923196250266,1.4506352103078333,12.689351772388653,17.813330008750505,205.54163188536432,28.75472108910039,165.009,265.51832848484844,1704.0703334985296,51.6504103117775,1625.0914788982884,1894.6322602488806,157.0,0.0,157.0,157.0
61,steady_state,8,3.1683036009926586,720,169.2566745302433,6.985680883629538,159.73550515986193,181.30114269140162,14.31796424431393,1.7983528130091753,11.935248356009073,17.198591640939288,193.2145685235293,21.604495417949458,170.745,243.1282908119658,1708.9207806647141,43.773620908272406,1638.4639752266924,1812.0148332358926,157.0,0.0,157.0,157.0
62,steady_state,2,2.366732671128794,180,165.04717046935107,0.2252262048586029,164.53154238243238,165.54375233785822,12.087602686176064,0.04628923697092018,11.968713332337408,12.16157312870455,204.75896869624205,1.5260719418392248,202.9387,206.99146520146516,1677.4296604934123,11.34743608223767,1662.5751245377937,1692.5651793373295,157.0,0.0,157.0,157.0
63,steady_state,10,3.8465219972622813,900,170.2205130519176,5.670490090247545,159.78594291819294,180.57757565982263,13.58494155130031,1.7456088619740529,11.635803441034954,17.386265807199194,221.42969790157505,27.354328875236046,181.176,266.10537222222223,1739.1912924932712,78.42147326837988,1645.8826112917275,1900.4688581138273,157.0,0.0,157.0,157.0
64,steady_state,12,4.168184628179833,1080,171.74952431561883,7.6412443838987905,159.67065712805712,183.46461083023254,13.608646989941771,1.662826241154252,11.757666944354835,16.29851492323425,207.66235024571216,26.073206857953924,169.594,250.83145555555555,1680.8388638166684,33.935487679792885,1624.6758171024178,1744.3113051006303,146.27559079922955,35.56892392665249,27.876222222222342,157.0
65,steady_state,8,3.826215327079342,720,170.21866860114307,7.493421314319473,156.67810964646463,180.25914945609944,14.511625684930753,1.15523681572556,12.84151754283523,16.161241427399506,200.79859871215584,23.14891563651892,164.7905464357864,238.738,1736.0552433219282,57.520050403010536,1672.8411724331318,1859.5057282565065,157.0,0.0,157.0,157.0
66,steady_state,20,3.6669548040487996,1800,175.3758767552641,4.326472234331719,164.82328888888887,184.5476259055467,13.810109151871018,1.7034125490728447,11.625565397052643,17.456692055380547,219.84560610591862,30.422259073361722,172.92500000000004,271.8238777777778,1713.1459707329936,43.18203598731953,1620.9091277037207,1819.6020249390224,150.775,27.134145923540693,32.5,157.0
